ID;X;Y;CATEGORY;NAME;WWW
1;1548284;6606407;DIY;OBI Markt Pirna;
3;1581044;6619031;DIY;Häntzschel GmbH;www.baumarktneustadt.de
4;1581044;6619031;DIY;Häntzschel GmbH;
6;1549925;6768325;DIY;Lübbenau;
7;1363851;6621845;DIY;Meuselwitz;
8;1351880;6709585;DIY;Melle Dachbaustoffe GmbH Niederlassung Landsberg;www.melle.de
9;1268103;6661503;DIY;Raiffeisen Warengenossenschaft Heldrungen eG;
11;1314397;6640637;DIY;Das Futterhaus;
12;1352422;6620451;DIY;Zeitz;
13;1440439;6756412;DIY;Wittig GmbH;www.wittig-jessen.de
14;1236571;6554820;DIY;Bauzentren Mobau Bauer;
15;1347922;6592343;DIY;Raiffeisen-Warenzentrale Kurhessen-Thüringen GmbH Ndl. Gera;www.raiffeisen-kassel.de
16;1289643;6603219;DIY;OBI Markt Jena-Löbstedt;
17;1379671;6531693;DIY;BSZ Rodewisch;
18;1384609;6500805;DIY;Raiffeisen Klingenthal;
19;1420412;6534705;DIY;OBI Markt Schwarzenberg;
20;1429786;6584244;DIY;Raab Karcher Chemnitz;
21;1429114;6590131;DIY;ProBau Chemnitz GmbH Baustoff-Fachhandel;www.probau.de
22;1413884;6599719;DIY;RHG Bau- u. Garten Penig;
23;1441232;6549741;DIY;Ehrenfriedersdorf;
25;1488698;6871857;DIY;Neubauer Holzfachmarkt GmbH;www.holz-neubauer.de
26;1487041;6866719;DIY;BAUHAUS Berlin-Marienfelde;
27;1507377;6865713;DIY;Münzinger + Frieser Holding GmbH;
28;1510184;6884228;DIY;Fressnapf Berlin Kaulsdorf;
29;1468809;6888706;DIY;BAUHAUS Berlin-Spandau;
30;1448948;6863291;DIY;Fressnapf Potsdam;
31;1459468;6861881;DIY;Fressnapf Potsdam;
32;1449082;6849825;DIY;Beez + Jeske GmbH Ndl. Neuseddin;www.Beez-Jeske.de
33;1371793;6902130;DIY;Gebr. Fürstenberg GmbH Fliesenstudio;www.fuerstenberg-baustoffe.com
34;1602246;6836363;DIY;Raiffeisen Handels- und Dienstleistungs-;
35;1516521;6885770;DIY;Beez + Jeske GmbH Dach- u. Fassadenbaustoffe;www.Beez-Jeske.de
36;1583593;6824943;DIY;RHD Oder-Spree;
37;1548369;6782026;DIY;BHG Handelszentren GmbH Ndl. Lübben;www.bhg-hz.de
38;1493906;6768619;DIY;BHG Handelszentren GmbH;
39;1509652;6912789;DIY;Holz-Zentrum Theile GmbH, Filiale Bernau;www.holz-zentrum-theile.de
40;1475980;7084294;DIY;OBI Markt Neubrandenburg;
41;1429957;7142925;DIY;Sonderpreis Baumarkt;
42;1380932;7065259;DIY;GeDa Baumarkt & Baustoffhandel;
43;1543175;7031850;DIY;Prenzlau;
44;1563746;7100307;DIY;team baucenter GmbH & Co. KG;
45;1343106;7185087;DIY;Raab Karcher Rostock;
46;1341031;7187700;DIY;Rostock;
47;1359388;7124106;DIY;WeGo Systembaustoffe GmbH Niederlassung Güstrow;www.wego-systembaustoffe.de
48;1135178;7064923;DIY;BAUHAUS Hamburg-Bergedorf;
49;1135037;7064427;DIY;Das Futterhaus;
50;1094115;7062908;DIY;Fressnapf Hamburg-Fischbek;
51;1153116;7014834;DIY;Kiebitzmarkt Lüneburg-Rettmer;http://www.kiebitzmarkt-rudolfpeters.de
52;1163228;7019317;DIY;BAUHAUS Lüneburg;
53;1135767;7040628;DIY;Kiebitzmarkt Winsen;http://www.kiebitzmarkt-rudolfpeters.de
54;1168152;7069538;DIY;BAUKING Schwarzenbek;www.bauking.de
55;1150198;7055867;DIY;Das Futterhaus;
56;1115516;7102258;DIY;Das Futterhaus;
57;1131960;7080174;DIY;BEDO Innenausbausysteme und Baustoffe GmbH & Co.KG;
58;1116798;7195092;DIY;PROFI Fachmarkt;
59;1117208;7196183;DIY;C. J. Wigger KG hagebaumarkt;
60;1095955;7092891;DIY;Lüchau Bauzentrum;
61;1001617;7154160;DIY;Thomassek Baustoffhandel GmbH & Co. KG;www.kohlsaat-baustoffe.de
62;1010999;7250996;DIY;C.G. Christiansen GmbH + Co. Holz- und Baustoffzentrum;www.CGChristiansen.de
64;891952;7047575;DIY;BZN LOGEMANN BOCKHORN GmbH & Co. KG Baustoffhandel;www.logemann-bockhorn.de
65;860316;7053191;DIY;BAUDi GmbH;
66;860179;7051868;DIY;Fressnapf Wiesmoor;
67;941799;7037579;DIY;hagebaumarkt Brake GmbH & Co. KG;
68;940442;7065635;DIY;Karl Lonecke;
69;1002950;6968017;DIY;Farbenhaus Gebr. Eggers GmbH;www.maler-eggers.de
70;1043855;6996638;DIY;Behrens Holz und Bauelemente GmbH;www.holz-behrens.de
71;1029072;6994175;DIY;Otto Röhrs GmbH, NL Hassendorf;
72;1031097;7032039;DIY;bauXpert Gebhard GmbH & Co. KG;
73;969052;7134281;DIY;Cuxhaven;
74;962729;7041916;DIY;bauXpert Gebhard GmbH & Co. KG;
75;984036;6984448;DIY;Fressnapf Bremen-Habenhausen;
76;991233;7004069;DIY;H.H. Rohdenburg GmbH;www.rohdenburg.de
77;1122594;6904353;DIY;BAUKING Celle;www.bauking.de
78;1175395;6988454;DIY;hagebaumarkt Mölders GmbH;
79;1085880;6854766;DIY;Fressnapf Hannover;
80;1089284;6850620;DIY;Das Futterhaus;
81;1104187;6824490;DIY;Bürger GmbH;www.bbh-gruppe.de
82;956281;6847562;DIY;Sonderpreis Baumarkt;
83;983015;6830790;DIY;Wilhelm Linnenbecker GmbH & Co. KG Ndl. Bad Oeynhausen;www.linnenbecker.de
84;970612;6746058;DIY;Hornbach Paderborn;
85;971321;6737837;DIY;Wegener GmbH & Co. KG Stahlhandel;www.wegener.biz
86;988873;6723056;DIY;Bauzentrum Lücking;
87;920692;6767124;DIY;Rheda-Wiedenbrück;
88;1074068;6634504;DIY;Baufachmarkt Ruppert GmbH;
89;1029510;6722322;DIY;Clemens Kühlert GmbH & Co. KG Baustoff-Großhandlung;
90;999995;6680105;DIY;Wegener GmbH & Co. KG;www.wegener.biz
91;953882;6571122;DIY;OBI Markt Gladenbach;
92;1002570;6583627;DIY;Fressnapf Stadtallendorf;
93;1013090;6586742;DIY;Baufachmarkt Heide GmbH;http://www.bauspezi-neustadt-hessen.de
94;1068882;6518407;DIY;Kiebitzmarkt Neuhof;http://www.kiebitzmarkt-spritzmuehle.de
95;1089394;6606700;DIY;Bebra;
96;1031699;6570361;DIY;Fressnapf Alsfeld;
97;1208076;6869169;DIY;BAUKING Wolfsburg;www.bauking.de
98;1172397;6881349;DIY;Kiebitzmarkt Gifhorn;
99;1171857;6776797;DIY;OBI Markt Bad Harzburg;
100;1250385;6797750;DIY;Oschersleben;
101;748528;6651661;DIY;Faßbender Tenten GmbH & Co. KG;
102;748105;6656228;DIY;Fressnapf Düsseldorf-Heerdt;
103;762846;6644660;DIY;Fressnapf Düsseldorf-Reisholz;
104;767357;6633259;DIY;Monheim;
105;688010;6660540;DIY;Baustoffzentrum Oude Hengel GmbH;
106;751336;6639513;DIY;BAUHAUS Neuss;
107;782177;6672716;DIY;Schade & Sohn;
108;783646;6671714;DIY;Holz-Baustoffe Küpper GmbH & Co. KG;
109;785552;6672262;DIY;Fressnapf Velbert;
110;778089;6647897;DIY;hagebau-märkte `Quintus` GmbH & Co. KG Ndl. Haan;
111;800551;6638092;DIY;Bauzentrum Tönnes GmbH & Co. KG;
112;830066;6711561;DIY;Fressnapf Dortmund-Eving;
113;763469;6690229;DIY;Baustoffzentrum Wilhelm Harbecke GmbH;www.harbecke.hagebau.de
114;801107;6724406;DIY;Das Futterhaus;
115;782412;6718106;DIY;Gelsenkirchen;
116;763521;6702400;DIY;'Der Baustoff-Mann' Schneider KG Baustoff- und Fliesen-Fachhandel;www.baustoffmann.de
117;758846;6706420;DIY;Vestische Dach- und Wandbaustoffe Oberhausen Ndl. der Melle GmbH;www.vestische-dachbaustoffe.de
118;751241;6686682;DIY;Holz-Bongartz GmbH;www.Holz-Bongartz.de
119;751190;6707769;DIY;Baucentrum Stewes GmbH & Co. KG;
120;727752;6704477;DIY;Fressnapf Kamp-Lintfort;
121;728054;6690942;DIY;Neukirchen-Vluyn;
122;732149;6670455;DIY;BAUHAUS Krefeld;
123;726037;6661301;DIY;Fressnapf Willich;
124;850696;6783350;DIY;LIGNUM Handelsgesellschaft für Bau-und Einrichtungsbedarf mbH & Co. KG;www.lignumonline.de
125;850772;6778295;DIY;WeGo Systembaustoffe GmbH Niederlassung Münster;www.wego-systembaustoffe.de
126;787313;6865377;DIY;i&M Baustoffzentrum Terwey;
127;899720;6839049;DIY;Hornbach Osnabrück;
128;893495;6845764;DIY;Schaper Baustoffe;
129;927090;6851314;DIY;BAUKING Bad Essen;www.bauking.de
130;906821;6816845;DIY;Walter Nilsson GmbH & Co. KG Baustoff-Großhandel, Fliesen;www.nilsson.de
131;858139;6841302;DIY;Fressnapf Ibbenbüren;
132;885614;6914034;DIY;hagebaumarkt Quakenbrück - Ein Unternehmen der BAUKING AG;www.bauking.de
133;885261;6916480;DIY;Fressnapf Quakenbrück;
134;862470;6928174;DIY;BAUKING Löningen;www.bauking.de
135;803230;6936334;DIY;Kiebitzmarkt Haren;http://www.kiebitzmarkt-mct.de
136;835750;6946403;DIY;Baudi GmbH;
137;759333;6598308;DIY;Baustoffe Dapper GmbH;
138;755995;6597199;DIY;Fressnapf Frechen;
139;768248;6604225;DIY;BAUHAUS Köln-Ehrenfeld;
140;849078;6593715;DIY;Baucentrum Cronrath GmbH;www.baucentrum-cronrath.de
141;701875;6544856;DIY;i&M Mietservice & Containerdienst GmbH & Co. KG;
142;696299;6539363;DIY;Nordeifel Baumarkt GmbH & Co. KG;
143;696753;6581003;DIY;Mobau Dörr & Reiff;
144;699459;6582071;DIY;Fressnapf Eschweiler;
145;786980;6566887;DIY;Fressnapf Bonn Endenich;
146;825250;6553997;DIY;Das Futterhaus;
147;739629;6477748;DIY;hagebau-märkte ´Quintus´ GmbH & Co. KG Ndl. Gerolstein;
148;868219;6514752;DIY;Friedrich Mies GmbH & Co. KG NL Montabaur;
149;798331;6441753;DIY;P.W. Hieronimi GmbH;
150;891114;6599033;DIY;BAUKING Siegen-Geisweid;www.bauking.de
151;890657;6601257;DIY;Kreuztal;
152;903865;6586652;DIY;Bau-Centrum Rudolf Klein GmbH;www.bau-centrum-klein.de
153;933637;6624079;DIY;Fressnapf Bad Berleburg;
154;896688;6630643;DIY;hagebaumarkt Lennestadt - Ein Unternehmen der BAUKING AG;www.bauking.de
155;865422;6693197;DIY;Franz Herbrügger GmbH & Co.KG 09 Baumarkt;
156;869102;6733366;DIY;Baubedarf Pröpsting;
157;972328;6462985;DIY;Das Futterhaus;
158;966956;6462291;DIY;J. N. Köbig GmbH Ndl. Frankfurt;www.koebig.de
159;959678;6419125;DIY;Fressnapf Darmstadt;
160;959748;6419331;DIY;Raab Karcher Darmstadt;
161;995318;6431004;DIY;Andre + Oestreicher GmbH;
162;938942;6432326;DIY;Fressnapf Rüsselsheim;
163;766417;6357724;DIY;Union Bauzentrum Hornbach GmbH Fil. Wadern;
164;839807;6344574;DIY;Beinbrech Holz- & Baustoffzentrum;
165;927317;6361637;DIY;Handrich Bauzentrum NL Frankenthal;
166;906117;6319707;DIY;Schultz Bauzentrum;
167;929726;6374774;DIY;BAUHAUS Worms;
168;1019059;6235815;DIY;Fressnapf Stuttgart-Feuerbach;
169;1012657;6221114;DIY;Fressnapf Stuttgart-Vaihingen/Rohr;
170;1003429;6218322;DIY;OBI Markt Sindelfingen;
171;1018720;6251693;DIY;Pflanzen Mauk Garten Center GmbH;
172;957710;6197963;DIY;Kemmler Baust. GmbH Tübingen Niederlassung Altensteig;
173;934655;6180914;DIY;BAUHAUS Freudenstadt;
174;1025351;6184327;DIY;Fressnapf Reutlingen;
175;1021706;6164443;DIY;Bauzentrum Schmauder;
176;1104964;6234672;DIY;Apprich-Baustoffe GmbH & Co. KG hagebaumarkt;www.apprich-hagebaucentrum.de
177;1079210;6285619;DIY;Schwäbisch Hall;
178;1028016;6345571;DIY;Weber Baustoffe GmbH;
179;986426;6310672;DIY;Holz- und Baustoffe Schneider;
180;993946;6300734;DIY;Hering Baustoffe, Inh. Dieter Hering;http://www.hering-baustoffe.de
181;930551;6307451;DIY;Union Bauzentrum Hornbach GmbH Fil. Germersheim;
182;909771;6284690;DIY;Union Bauzentrum Hornbach GmbH Fil. Kandel;
183;898237;6188166;DIY;Rendler Bauzentrum;
184;944840;6089049;DIY;Fressnapf Hüfingen;
185;869555;6097406;DIY;BAUHAUS Freiburg;
186;1297815;6120381;DIY;Fressnapf München-Trudering;
187;1424806;6085890;DIY;Raiffeisen-Lagerhaus;
188;1417404;6166786;DIY;hagebaumarkt Eggenfelden GmbH & Co. KG;
189;1349196;6136674;DIY;Raiffeisen-Waren GmbH;
190;1390688;6152130;DIY;Raiffeisenlagerhaus Niederbergkirchen;
191;1242656;6250346;DIY;Martin Meier GmbH;
192;1151484;6142034;DIY;Krumbach;
193;1191984;6246330;DIY;Johann Schneid Bau Inh. Peter Schneid e.K.;http://www.schneidbau.de
194;1211354;6108775;DIY;do it! BHG Bau- Heimwerker-Garten-Center Landsberg GmbH;
195;1132992;6096516;DIY;Bauzentrum Wassermann & Co;
196;1045503;6052857;DIY;Bauzentrum Baustoff Sauter;
197;1169584;6198161;DIY;Dillingen;
198;1129727;6219638;DIY;BAUHAUS Heidenheim;
199;1220481;6367993;DIY;OBI Markt Erlangen;
200;1229323;6393190;DIY;Sonderpreis Baumarkt;
201;1287492;6273571;DIY;Wittl e.K.;
202;1352229;6386498;DIY;Fressnapf Weiden;
203;1339622;6411810;DIY;Raiffeisen-Markt Waren GmbH;
204;1318097;6237338;DIY;Buchenrieder-Mühlhäusser Filialbetrieb der Artinger + Ohneis GmbH & Co.KG;www.artinger-ohneis.de
205;1513792;6208482;DIY;Segl Bauzentrum GmbH hagebaumarkt Hauzenberg;
206;1423924;6194331;DIY;Sonderpreis Baumarkt;
207;1441112;6242287;DIY;Fressnapf Deggendorf;
208;1326761;6493471;DIY;Holz Schödel GmbH & Co. KG;www.holz-schoedel.de
209;1289734;6433190;DIY;Fressnapf Bayreuth;
210;1370076;6418395;DIY;Raiffeisenbank im Stiftland eG;
211;1383832;6435483;DIY;Raiffeisenbank im Stiftland eG;
212;1226148;6434200;DIY;Sonderpreis Baumarkt;
213;1112058;6403410;DIY;OBI Markt Würzburg-Lengfeld;
214;1130856;6392503;DIY;Das Futterhaus;
215;1126580;6463905;DIY;Sonderpreis Baumarkt;
216;1055073;6401863;DIY;Hagebaumarkt Wertheim GmbH Baustoffe und Bauelemente;www.hagebau-wertheim.de
217;1215850;6593592;DIY;Melle Dachbaustoffe GmbH Niederlassung Thörey;www.melle.de
218;1256335;6611500;DIY;Raiffeisen-Warenzentrale Kurhessen-Thüringen GmbH Ndl. Weimar;www.raiffeisen-kassel.de
219;1280304;6617142;DIY;Apolda;
220;1238936;6641578;DIY;OBI Markt Sömmerda;
221;1201227;6699671;DIY;Nordhausen;
222;1199482;6701953;DIY;Fressnapf Nordhausen;
223;1139423;6637420;DIY;SBM - Spangenberger Baustoffmarkt GmbH;http://www.bauspezi-treffurt.de
224;1527475;6622123;RET;Karstadt Warenhaus GmbH;
225;1522761;6628871;RET;ZOO & Co. Stoczek;
226;1519868;6621909;RET;ZOO & Co. Dresden-Gorbitz;
227;1509764;6636072;RET;ZOO & Co. Daßler;
228;1519821;6594271;RET;Pfennigpfeiffer;
229;1550029;6607242;RET;Spielaxie;http://www.spielaxie.de
231;1628024;6703505;RET;Spiel+Freizeit Kiank;
232;1585952;6691665;RET;McPaper Lausitz-Center;
233;1593671;6749224;RET;Hugendubel;
234;1592200;6741270;RET;Zeeman;
236;1376158;6673738;RET;Karstadt Warenhaus GmbH;
237;1376082;6674015;RET;Wempe;http://www.wempe.de/niederlassungen/juwelier-leipzig/leipzig.html
238;1366632;6670759;RET;McPaper Allee-Center;
239;1442219;6713737;RET;Spielzeugland Torgau im PEP-EKZ;http://www.spielshop99.de
240;1325556;6699341;RET;Neustadt Centrum;
241;1361287;6760825;RET;Zweirad Meißner;
243;1287869;6601127;RET;Christ Juweliere & Uhrmacher;
244;1287869;6601127;RET;SPIELE MAX Goethe Galerie;
245;1389244;6564349;RET;Weltbild;
246;1412613;6541111;RET;Mäc Geiz;
247;1384174;6585358;RET;Pfennigpfeiffer;
248;1433078;6577803;RET;Zeeman;
250;1491319;6886775;RET;NANU-NANA;
251;1497090;6887449;RET;Stadler;
252;1494722;6891350;RET;Pfennigpfeiffer;
253;1482695;6888257;RET;Euroshop Filiale Berlin;
254;1494013;6879737;RET;Mäc Geiz;
255;1481916;6876749;RET;JACK & JONES - Berlin - Titania Palast;
256;1496088;6870515;RET;Christ (Schmuck);
257;1496117;6870602;RET;ORION Fachgeschäft Berlin-Neukölln;
258;1514989;6874362;RET;Mäc Geiz;
259;1510877;6887188;RET;Weltbild;
260;1490501;6898218;RET;McPaper;
261;1492452;6894717;RET;Mäc Geiz;
262;1485631;6891633;RET;Mäc Geiz;
263;1467489;6887840;RET;Berlin Spandau;
264;1469896;6890149;RET;TOYS R US - BERLIN 2 - Spandau;
265;1452894;6863763;RET;BLUME 2000;
266;1452970;6863757;RET;Potsdam Bahnhofspassagen;http://www.depot-online.com
268;1563592;6857763;RET;Mäc Geiz;
269;1512664;6849677;RET;myToys.de Wildau;
271;1474551;7071520;RET;ORION Fachgeschäft Neubrandenburg;
272;1348552;7178810;RET;McPaper;
273;1451586;7222947;RET;Hugendubel;
274;1268824;7092188;RET;Hugendubel;
275;1108279;7083048;RET;Hund & Katze Hamburg-Eppendorf;
276;1110706;7060056;RET;Karstadt Hamburg Harburg Sporthaus im Phoenix-Center;
277;1095345;7062865;RET;KRÜMET Filiale Neugraben;
279;1157422;7021382;RET;JACK & JONES - Lüneburg;
280;1134968;7040550;RET;bike-park Winsen;
281;1119546;7081683;RET;Weltbild;
282;1115687;7081987;RET;Euroshop Filiale Hamburg;
283;1112717;7092816;RET;Hermès Flughafen Hamburg;
284;1101361;7088251;RET;McPaper Eidelstedt-Center;
285;1104573;7077894;RET;JACK & JONES - Hamburg - Ottensen;
286;1110254;7102622;RET;Herold Center;
287;1110285;7102586;RET;Karstadt Norderstedt;
288;1138447;7100465;RET;Christ (Schmuck);
289;1146385;7153016;RET;ZOO & Co. Friedrich;
290;1188746;7089839;RET;SPIELZEUGLAND;
292;1124080;7220591;RET;ORION Fachgeschäft Kiel;
293;1074504;7220041;RET;Bijou Brigitte;
294;1044775;7309799;RET;Butlers;
295;1073611;7115650;RET;Bijou Brigitte;
296;1089745;7098205;RET;Pinneberg;
297;1101621;7097342;RET;KRÜMET Filiale Bönningstedt;
298;1010909;7198573;RET;Heide;
299;794337;7106786;RET;Bijou Brigitte;
300;829888;7018206;RET;Leer;
301;1010125;6967049;RET;Raiffeisen-Markt Morsum;
302;966371;7132745;RET;Cuxhaven;http://www.depot-online.com
304;973057;6995864;RET;NANU-NANA;
305;1174297;6968781;RET;Kunst und Kreativ Uelzen;
306;1082407;6860558;RET;Euroshop Filiale Hannover;
307;1091295;6847937;RET;Laatzen;
308;1052302;6848437;RET;ANGELSPEZI Barsinghausen;
309;1008112;6922254;RET;Raiffeisen-Markt Wietzen;
311;1040366;6811508;RET;VILA - VILA Hameln Stadt Galerie;
312;1000153;6860203;RET;ANGELSPEZI Lahde;
313;979857;6830733;RET;Weltbild;
314;1011211;6768149;RET;Kaufhaus Schwager GmbH&Co KG;
315;952001;6750083;RET;GIOCATTOLO Spielzeug und mehr Inh. Dominica Ewers;
316;915401;6785492;RET;Raiffeisen Markt Harsewinkel;
317;1002487;6583230;RET;Rudolf Ilk Spielwaren;
318;964556;6541134;RET;Euroshop Filiale Gießen;
319;962286;6541248;RET;Karstadt Gießen Schnäppchen-Center;
320;961928;6532583;RET;Beate Uhse Filiale;
321;1139725;6743558;RET;Mäc Geiz;
322;1114647;6769078;RET;Mäc Geiz;
323;1171449;6822080;RET;Wolfenbüttel;http://www.depot-online.com
324;1207449;6870805;RET;Kiebitzmarkt Kroll Wolfsburg- Vorsfelde;
325;1172786;6880655;RET;McPaper;
326;1199206;6762524;RET;BLUME 2000;
327;1294094;6816108;RET;Allee-Center Magdeburg;
328;1293901;6816783;RET;Zeeman;
329;1249870;6797994;RET;Pfennigpfeiffer;
330;753270;6653479;RET;Butlers;
332;753823;6655930;RET;Goebenstr. 1 a;
333;772926;6633772;RET;Zeeman;
334;772729;6630544;RET;Zookauf Langenfeld;
335;712662;6647257;RET;Bike Center Pfennings;
336;716410;6643291;RET;McPaper;
337;760785;6630413;RET;Bijou Brigitte;
338;757624;6630181;RET;Blumenmarkt Dormagen;
339;794871;6659346;RET;Weltbild;
340;800451;6661919;RET;Bijou Brigitte;
341;799461;6645871;RET;Zeeman;
342;836189;6715075;RET;Thomas Philipps Dortmund-Derne;
343;803322;6709571;RET;McPaper;
344;802712;6699153;RET;Spielzeug-Paradies Wagner oHG;www.botoys.de
345;809893;6701775;RET;Karstadt Warenhaus GmbH;
346;793645;6699223;RET;Blumenladen Bochum - Wattenscheid;
347;775558;6695851;RET;Spielzeug-Bandit Wagner & Raschka;www.spielzeug-bandit.de
348;779245;6702225;RET;Essen-Altenessen Allee-Center;http://www.depot-online.com
350;773225;6691932;RET;Rhein-Ruhr-Zentrum;
351;800370;6723011;RET;Recklinghausen;http://www.depot-online.com
353;765049;6700910;RET;PIECES - CentrO Oberhausen;
354;770084;6706747;RET;Euroshop Filiale Bottrop;
355;749104;6713893;RET;VERO MODA - Dinslaken;
356;683741;6753629;RET;Thomas Philipps Kleve;
357;739397;6676712;RET;Blumenladen Krefeld - Uerdingen;
358;714002;6678500;RET;Spielwaren Jansen Inh. Joachim Jansen;
359;848584;6785706;RET;TK Maxx Münster;
360;888386;6783855;RET;Bijou Brigitte;
361;888999;6783301;RET;ZOO & Co. Warendorf;
362;786217;6871671;RET;Weltbild;
363;773509;6602889;RET;Christ (Schmuck);
364;773697;6602738;RET;NANU-NANA;
365;773501;6603066;RET;JACK & JONES - Köln - Hohestrasse 115;
366;766924;6617752;RET;McPaper City-Center Köln Chorweiler;
367;763389;6610316;RET;Zeeman;
368;760094;6602955;RET;Christ (Schmuck);
369;778147;6602863;RET;Köln Arcaden;
370;792263;6612182;RET;RheinBerg Galerie;
371;792575;6612335;RET;PICCOLEO GmbH Spielwaren;
373;795391;6558150;RET;Christ (Schmuck);
374;754910;6554209;RET;NANU-NANA;
375;731159;6533787;RET;Kall;http://www.depot-online.com
376;741810;6489681;RET;Kloep GmbH Spiel- und Schreibwaren;
377;919893;6439132;RET;Christ (Schmuck);
378;838327;6435974;RET;ROFU Kinderland Filiale Simmern;
379;844134;6501287;RET;Löhr-Center Koblenz;
380;891346;6591823;RET;VERO MODA - Siegen;
381;860513;6575539;RET;Zeeman;
382;868630;6735159;RET;VERO MODA - Hamm;
383;827734;6751213;RET;Spiel + Freizeit Voss;http://www.voss.vedes.de
384;901502;6715580;RET;Zeeman;
385;930193;6733251;RET;TOYS WORLD;
386;964481;6458954;RET;Frankfurt Fressgasse;http://www.depot-online.com
387;961474;6460220;RET;BLUME 2000;
388;957826;6478624;RET;Hugendubel;
389;967357;6447519;RET;ONLY - Neu-Isenburg;
390;991761;6462093;RET;Spiel+Freizeit Brachmann;
391;991341;6461986;RET;Zeeman;
392;1009254;6413132;RET;ROFU Kinderland Filiale Mömlingen;
393;962067;6416679;RET;Karstadt Warenhaus GmbH;
394;950746;6382379;RET;Olek´s Radsport;
395;916450;6451421;RET;McPaper Liliencarré;
396;915121;6447549;RET;Beate Uhse Lizenzpartner;
397;939671;6463152;RET;Kaufhaus Rita Born GmbH & Co. KG;http://www.rita-born.de
398;944352;6466112;RET;Spielwaren Lanz spielen & mehr;
399;948071;6459913;RET;Main Taunus Zentrum Sulzbach;http://www.depot-online.com
400;948071;6459913;RET;Karstadt Sulzbach;
401;783007;6306564;RET;Saarbasar;
402;763534;6309968;RET;ROFU Kinderland Filiale Völklingen;
403;813833;6323724;RET;Thomas Philipps Homburg;
404;797692;6326902;RET;McPaper Saarpark-Center;
405;939414;6349857;RET;Zeeman;
406;939536;6350253;RET;PIECES - Ludwigshafen;
407;939536;6350253;RET;VILA - VILA Ludwigshafen Rhein Galerie;
408;930004;6375753;RET;Kaiser Passage Worms;
409;963247;6336891;RET;ZOO & Co. Heidelberg;
410;968501;6337931;RET;Westland GmbH;
411;1020731;6229750;RET;E. Breuninger GmbH & CO. KG;
412;1020589;6229894;RET;Spielwaren Kurtz GmbH;
414;1031839;6189511;RET;Outlet Store, Metzingen;
415;1073470;6217348;RET;Spielwaren Elser;
416;1034445;6223916;RET;Karstadt Esslingen;
417;1034233;6223902;RET;VERO MODA - Esslingen - DAS ES!;
418;1025346;6292637;RET;TOYS R US - HEILBRONN;
419;987251;6310661;RET;Marktplatz-Center;
420;966919;6249567;RET;Schlössle Galerie;
421;966971;6249709;RET;VERO MODA - Pforzheim;
422;965349;6249516;RET;Arturo´s Heimtierland Pforzheim;
423;934286;6269472;RET;Karstadt Warenhaus GmbH;
426;1019961;6043731;RET;Pro Büro & Kopier GmbH;
427;931394;6139361;RET;Thomas Philipps Schramberg;
428;846310;6032619;RET;Kaufring-Kaufhaus GmbH & Co. KG;
429;1286759;6122665;RET;München Hofstatt Quartier;http://www.depot-online.com
430;1286403;6123076;RET;Karstadt München Sporthaus;
431;1287951;6122547;RET;Germanstyle;
432;1279093;6122578;RET;Euroshop Filiale München;
433;1285718;6135517;RET;EKZ MIRA;
434;1294643;6116689;RET;Euroshop Filiale München;
435;1277494;6076103;RET;Isartaler Zoofachmarkt Geretsried;
436;1348355;6075979;RET;Butlers;
437;1419174;6166992;RET;Kaufhaus Jakob Perl;
438;1364712;6152097;RET;Josef Schaucher Spielwaren;
439;1270469;6227960;RET;VERO MODA - Ingolstadt City;
440;1322057;6151597;RET;TK Maxx Erding;
441;1211624;6161194;RET;Karstadt Warenhaus GmbH;
442;1206469;6163311;RET;Thomas Philipps Augsburg;
443;1168108;6243959;RET;ROFU Kinderland Filiale Nördlingen;
444;1146915;6054872;RET;Oro Vivo;
445;1147032;6054473;RET;VERO MODA - Kempten;
446;1147056;6053574;RET;Forum Allgäu Kempten;
447;1180845;6080146;RET;Euroshop Filiale Kaufbeuren;
448;1053873;6042354;RET;Euroshop Filiale Friedrichshafen;
449;1115878;6155224;RET;Thomas Philipps Senden;
450;1140765;6175317;RET;ROFU Kinderland Filiale Günzburg;
451;1142989;6176296;RET;Günzburg;
452;1232068;6344218;RET;Beate Uhse Premium Store;
454;1242111;6330316;RET;Thomas Philipps Wendelstein;
455;1223709;6369082;RET;JACK & JONES - Erlangen;
456;1223709;6369082;RET;Erlangen Arcaden;
457;1340712;6270600;RET;SPIELE MAX An der A 93 Abfahrt / Prüfening;
458;1397671;6247862;RET;Oro Vivo;
459;1397427;6247783;RET;NANU-NANA;
460;1286661;6429642;RET;McPaper Rotmain-Center;
461;1343944;6439078;RET;McPaper Kösseine-Einkaufs-Centrum KEC;
462;1210739;6420501;RET;Juwelier Böhnlein e. K.;
463;1199321;6454679;RET;Pfennigpfeiffer;
464;1109175;6403861;RET;ZOO & Co. Animal Center;
465;1170254;6444766;RET;Hofmann 's Pfiffikus Fachmarkt Spiel-+Schreibwaren;
466;1120630;6473670;RET;Weltbild;
467;1086396;6432829;RET;AngelSpezi Karlstadt;
468;1225925;6609036;RET;RAD-ART;
469;1222627;6615304;RET;Weltbild;
470;1222627;6615304;RET;Christ Juweliere & Uhrmacher;
471;1222627;6615304;RET;Thüringen-Park Erfurt;
472;1229641;6609087;RET;McPaper T.E.C. Erfurt;
473;1147144;6612503;RET;Zeeman;
